course_difficulty,course_type,age_group,past_course_history,weekly_login_frequency,avg_time_per_session_minutes,device_used,course_length_hours,has_certification,completion
medium,video,46-60,10,1,35.19187383095629,mobile,20,Y,Y
easy,coding,36-45,10,3,26.191954622793965,mobile,3,N,Y
easy,video,18-25,6,1,43.24397844905717,mobile,15,Y,Y
hard,video,36-45,5,4,27.83553296966032,mobile,30,Y,Y
easy,reading,18-25,1,7,18.424230925600927,mobile,30,N,Y
hard,coding,26-35,13,6,9.747473377879373,mobile,30,N,N
easy,reading,18-25,7,3,27.934686822619543,desktop,15,N,Y
easy,coding,26-35,2,7,14.769545143648529,mobile,15,N,Y
hard,video,36-45,8,7,13.800457751942666,desktop,10,N,Y
easy,combined,18-25,19,3,36.329487709763846,desktop,15,N,Y
hard,combined,26-35,5,6,8.667959266039297,mobile,15,Y,Y
easy,video,18-25,18,2,46.94632053999495,mobile,1,Y,Y
medium,coding,46-60,5,7,31.91659661274648,mobile,3,N,N
hard,video,26-35,3,2,29.473888427700466,mobile,15,N,N
easy,reading,36-45,5,2,17.582808713392968,desktop,8,N,Y
hard,video,26-35,6,1,39.17246755611526,desktop,8,N,N
medium,reading,26-35,2,6,29.965140796831257,mobile,5,N,Y
hard,coding,46-60,12,2,21.766840287110377,mobile,20,N,Y
medium,video,46-60,7,6,32.397896359819065,desktop,30,N,Y
easy,video,18-25,15,0,9.806574534727439,mobile,15,N,N
easy,reading,36-45,10,4,10.376074421410337,mobile,30,N,Y
medium,video,26-35,9,3,16.55776697638706,mobile,20,N,N
hard,reading,26-35,9,3,34.19432721131657,mobile,5,Y,Y
hard,video,18-25,3,1,29.960900138326423,desktop,5,N,N
easy,coding,36-45,14,0,42.58775118666903,mobile,5,Y,N
medium,coding,18-25,2,2,18.96012177397708,mobile,3,N,N
easy,video,18-25,15,3,36.8960140857761,desktop,10,N,Y
hard,video,18-25,20,6,28.633553371256625,desktop,5,Y,Y
easy,video,18-25,16,3,18.683457663108857,mobile,30,N,N
medium,video,36-45,9,1,34.62369204855503,desktop,15,N,N
easy,reading,46-60,6,2,29.20785770105721,mobile,8,N,Y
easy,video,26-35,18,4,22.450569670255213,mobile,40,Y,N
hard,coding,26-35,5,3,30.5039890457291,mobile,30,Y,Y
medium,combined,46-60,10,7,28.445635368751297,mobile,20,N,Y
hard,coding,60+,16,3,28.15574317778997,desktop,20,Y,N
hard,reading,26-35,19,4,25.048882201070406,mobile,40,N,Y
medium,video,26-35,19,0,14.340617533276347,mobile,15,N,Y
easy,coding,26-35,1,1,30.897184990738467,mobile,20,N,Y
hard,reading,36-45,18,6,20.367427515343024,desktop,3,N,Y
easy,coding,46-60,2,2,17.756053588271186,mobile,10,N,Y
medium,coding,26-35,12,3,27.111601870768716,mobile,10,N,Y
medium,video,18-25,19,4,38.80831853006614,mobile,1,N,Y
hard,combined,46-60,13,0,32.22736209229177,desktop,3,N,Y
easy,coding,26-35,19,4,23.626293499708932,desktop,1,N,Y
easy,coding,36-45,7,2,23.14384730558571,desktop,5,N,N
easy,coding,18-25,6,1,37.629759146265215,mobile,3,Y,Y
hard,reading,26-35,6,3,2.0,mobile,8,N,Y
medium,coding,26-35,7,3,39.56837987039377,desktop,20,N,N
easy,video,26-35,14,1,7.51181070083593,desktop,15,N,Y
easy,coding,46-60,9,4,13.015105100124234,mobile,15,N,Y
medium,video,18-25,15,5,23.828810024841292,desktop,1,Y,Y
easy,video,26-35,8,2,56.04148971517014,mobile,20,N,Y
hard,coding,26-35,6,7,50.1290323201712,desktop,3,Y,Y
medium,coding,26-35,3,4,38.477853069565626,mobile,8,N,N
medium,coding,18-25,11,6,34.2785085395454,desktop,10,N,Y
medium,video,18-25,18,0,7.652676383850306,mobile,30,Y,Y
easy,reading,26-35,18,6,31.881097954568386,desktop,40,N,Y
hard,reading,46-60,5,2,23.409341777280346,desktop,20,N,Y
easy,video,18-25,10,5,20.199967996527338,mobile,15,N,Y
easy,video,26-35,14,6,31.857637079695913,desktop,10,N,Y
easy,video,26-35,12,2,24.346679886639613,mobile,15,Y,Y
hard,combined,18-25,1,2,40.431594551626205,mobile,3,N,Y
medium,video,18-25,12,0,6.768542788647991,desktop,5,N,N
medium,combined,46-60,0,4,30.900137068151786,mobile,40,Y,Y
medium,coding,18-25,2,6,19.45083331783148,mobile,40,N,N
easy,video,26-35,13,3,25.08437005301168,mobile,8,Y,Y
hard,reading,26-35,2,1,33.6555170337509,desktop,5,Y,Y
easy,reading,18-25,7,2,16.592305648679197,desktop,5,Y,Y
medium,video,36-45,12,3,31.970785671749578,desktop,10,N,N
hard,combined,26-35,13,7,27.451941537488825,desktop,5,N,Y
easy,video,26-35,9,0,22.072957617877336,mobile,15,N,N
medium,video,36-45,1,2,24.35313016786896,mobile,3,N,N
hard,coding,26-35,16,5,28.145377305756888,mobile,3,N,Y
medium,video,26-35,19,1,20.785961849241453,desktop,5,Y,Y
easy,reading,46-60,18,7,30.085133703907335,desktop,20,N,Y
hard,reading,26-35,15,7,26.66188054000709,mobile,8,N,Y
easy,video,18-25,8,3,22.66460955519647,desktop,10,N,Y
easy,combined,26-35,18,5,49.078106806835805,desktop,15,Y,Y
hard,video,18-25,10,6,34.98287907073945,mobile,20,N,N
medium,video,26-35,2,5,25.407453208524547,desktop,8,Y,Y
easy,video,26-35,17,1,31.750325169896506,desktop,15,Y,Y
easy,video,26-35,6,0,17.6781583587179,desktop,5,N,Y
easy,video,60+,19,2,24.758740718657002,desktop,15,N,Y
medium,video,36-45,7,1,26.159070594741028,mobile,10,N,Y
easy,coding,46-60,18,2,15.03847308108141,desktop,30,N,Y
easy,video,26-35,11,5,34.64824857593302,desktop,40,Y,N
hard,video,46-60,9,4,23.93264756864609,desktop,20,N,N
medium,video,26-35,6,1,25.734399990631154,mobile,30,N,N
medium,video,26-35,17,0,23.175361690519736,mobile,3,N,Y
easy,video,18-25,1,1,65.50908708771719,mobile,15,N,Y
easy,combined,26-35,9,3,22.048618197911846,mobile,5,N,Y
easy,combined,46-60,7,6,5.175876553370067,mobile,5,Y,Y
easy,video,36-45,11,2,10.800816348493974,mobile,10,N,Y
easy,coding,26-35,5,2,39.111631472345216,desktop,15,N,Y
medium,video,26-35,13,4,46.03743230019756,mobile,15,N,Y
medium,reading,26-35,8,0,21.818433703525756,mobile,20,N,N
easy,reading,36-45,3,1,45.347396035625565,mobile,10,N,Y
medium,video,26-35,4,0,38.89907999811053,desktop,30,Y,Y
medium,coding,36-45,14,4,27.726238428166933,mobile,20,N,Y
medium,reading,18-25,5,3,26.874644594753576,desktop,20,N,N
medium,video,26-35,6,4,32.170442716987836,desktop,5,N,Y
hard,reading,18-25,13,4,40.529469865843694,mobile,10,Y,N
medium,video,18-25,6,3,34.767534787140264,desktop,15,N,Y
hard,video,26-35,8,6,21.878300378415652,mobile,40,N,Y
hard,video,36-45,5,7,27.90951543568427,desktop,1,N,N
easy,video,26-35,7,0,53.775161456663085,mobile,8,N,N
hard,reading,36-45,14,7,33.01456556755431,desktop,8,N,Y
medium,combined,26-35,11,1,40.43190512259138,desktop,5,N,N
easy,reading,26-35,20,1,36.47861984699079,mobile,20,N,Y
medium,video,18-25,16,4,33.28029292797243,mobile,1,N,Y
easy,video,26-35,0,0,31.30438680018083,mobile,8,N,Y
easy,video,46-60,7,2,40.768687503899756,desktop,15,N,Y
medium,video,26-35,6,1,38.6237068237282,desktop,8,N,Y
easy,video,18-25,12,3,33.166721736138584,mobile,3,N,Y
easy,reading,46-60,5,6,21.674849693425344,mobile,15,N,Y
medium,video,26-35,20,7,34.626705666581664,mobile,10,N,Y
hard,reading,26-35,6,1,29.195904762382998,mobile,40,N,Y
easy,combined,18-25,10,4,26.30092906385909,mobile,15,Y,Y
medium,reading,26-35,2,3,62.14531169959281,mobile,40,N,Y
easy,reading,18-25,19,3,11.53138430750607,desktop,5,N,N
medium,reading,26-35,19,5,41.502154308689796,desktop,20,N,Y
hard,video,36-45,16,7,19.647948668954033,desktop,10,N,Y
easy,reading,26-35,7,3,31.57434587212075,mobile,15,Y,Y
hard,video,18-25,1,0,60.82305022908222,mobile,10,N,Y
hard,reading,36-45,14,7,18.451572062111246,desktop,5,Y,Y
medium,video,18-25,9,7,21.313528142072833,mobile,1,Y,Y
medium,coding,18-25,20,2,29.789835154180796,mobile,20,Y,Y
easy,video,26-35,14,4,19.83339650842366,mobile,20,N,N
medium,combined,26-35,11,6,40.60867621128361,desktop,5,Y,Y
medium,video,18-25,20,4,23.58564676724046,mobile,15,N,Y
medium,video,18-25,16,3,37.848115681792045,desktop,15,N,N
easy,coding,36-45,9,7,14.049730418399168,mobile,10,N,Y
hard,combined,26-35,0,6,8.318021974149296,mobile,8,N,Y
easy,coding,26-35,1,4,27.252180252563406,desktop,20,Y,Y
easy,coding,36-45,9,1,11.177905943548861,desktop,15,N,Y
medium,coding,26-35,11,3,48.219226953185405,desktop,15,N,N
medium,video,26-35,0,5,11.642358114060023,mobile,15,N,Y
medium,reading,46-60,2,2,17.547759747951627,mobile,15,Y,Y
easy,reading,26-35,14,4,34.963438625695325,mobile,3,N,Y
medium,reading,18-25,15,5,22.963632599255927,desktop,30,Y,N
easy,video,46-60,0,0,11.779344361588752,desktop,5,Y,Y
medium,combined,46-60,10,4,54.47956992086351,mobile,20,N,N
easy,video,26-35,1,5,17.980394362085114,desktop,20,N,Y
easy,reading,18-25,15,1,27.64490631004141,desktop,15,N,Y
hard,reading,26-35,17,4,27.489689758727636,mobile,10,N,N
hard,video,36-45,18,5,38.523709823598935,mobile,3,N,Y
easy,video,18-25,12,0,35.54822952805271,desktop,8,N,Y
medium,reading,18-25,13,5,20.078387547227933,mobile,15,N,Y
medium,coding,36-45,19,2,26.090073390680317,mobile,3,N,N
easy,reading,36-45,12,3,27.27693079749821,desktop,3,Y,Y
easy,combined,18-25,9,5,38.987513978382744,desktop,40,N,Y
medium,video,18-25,15,0,15.980137021696784,mobile,8,Y,N
easy,video,60+,12,0,54.21732668106938,desktop,8,N,Y
easy,combined,26-35,17,3,20.88979935048667,desktop,5,N,Y
easy,coding,46-60,11,7,29.89500723892088,desktop,15,N,Y
easy,reading,18-25,18,0,16.080126723681097,mobile,10,N,Y
easy,combined,26-35,0,6,14.422091860312598,mobile,20,N,Y
medium,video,18-25,0,0,19.506859091068513,desktop,10,Y,Y
easy,video,36-45,2,3,18.353721388028937,desktop,1,Y,Y
easy,coding,18-25,11,3,25.028915710142034,desktop,10,Y,N
easy,video,26-35,14,3,18.252419654835112,desktop,3,Y,Y
medium,coding,18-25,4,0,38.346629055530514,mobile,20,N,N
easy,reading,18-25,3,6,20.6041932561795,mobile,3,N,Y
easy,video,46-60,18,2,19.274214078577018,mobile,5,N,Y
hard,reading,18-25,15,6,25.284373630592775,desktop,10,N,Y
easy,coding,18-25,13,5,41.914066544355535,desktop,5,N,Y
hard,coding,18-25,10,4,32.57851408332479,desktop,10,N,N
easy,video,36-45,8,2,28.80372564135036,desktop,10,Y,N
medium,video,36-45,0,5,12.80346276037585,mobile,30,N,N
medium,video,18-25,3,7,16.287498481635488,desktop,3,N,Y
medium,coding,46-60,18,7,14.659080719524518,mobile,10,N,Y
easy,video,18-25,7,7,45.68221468406816,mobile,15,Y,Y
medium,video,26-35,14,1,36.36675747757977,desktop,3,Y,Y
easy,reading,18-25,14,4,19.66055389290967,mobile,15,Y,Y
easy,coding,26-35,6,3,23.227540274092135,desktop,20,Y,Y
easy,combined,18-25,4,7,20.096517885151993,desktop,20,N,Y
medium,reading,18-25,14,7,19.369665403431497,mobile,30,N,N
medium,reading,26-35,1,6,35.523612374594165,desktop,15,Y,Y
medium,reading,36-45,10,1,26.549565350588242,desktop,8,N,Y
hard,video,18-25,18,2,54.97401293156956,mobile,30,N,N
easy,combined,26-35,14,5,45.00431789420398,mobile,5,Y,Y
hard,video,36-45,16,5,45.71376408560067,desktop,10,N,Y
medium,reading,26-35,1,2,38.056283699377516,mobile,20,N,Y
medium,coding,26-35,4,1,24.92809115391373,mobile,20,N,Y
hard,video,26-35,5,1,37.17349061435501,mobile,30,N,Y
easy,reading,18-25,6,5,25.814007665656106,desktop,3,Y,Y
medium,combined,26-35,4,3,49.563312608740354,desktop,15,N,N
hard,coding,36-45,20,3,34.85135259659905,mobile,5,N,Y
medium,combined,36-45,3,6,33.14832430323618,desktop,20,N,Y
medium,video,26-35,14,0,31.524871949154107,mobile,15,Y,Y
hard,video,36-45,12,6,50.883197128330295,mobile,5,Y,Y
easy,coding,18-25,12,2,12.794995993958572,mobile,20,N,Y
hard,reading,18-25,4,7,52.05945393202472,desktop,10,Y,Y
medium,coding,18-25,6,7,27.76615431055035,mobile,10,Y,N
easy,video,36-45,12,4,13.126212290212187,desktop,40,N,Y
easy,video,26-35,6,2,20.973483220283327,desktop,15,N,Y
easy,coding,18-25,14,1,10.190312847317006,mobile,10,N,Y
medium,combined,26-35,0,1,37.84388094702768,desktop,1,Y,Y
hard,video,26-35,1,7,17.540484595841768,mobile,5,N,Y
easy,video,26-35,15,1,32.0240119944564,mobile,1,Y,Y
medium,coding,36-45,12,3,43.61060436199017,desktop,8,N,Y
easy,video,36-45,0,3,21.93579685720636,mobile,8,Y,Y
hard,video,26-35,18,5,26.782755683707293,desktop,10,Y,Y
easy,video,36-45,0,6,14.359600681007812,mobile,15,Y,N
medium,video,26-35,20,4,25.33971469258563,mobile,5,N,Y
hard,combined,26-35,15,6,60.88828350328046,desktop,15,N,Y
medium,combined,18-25,20,4,39.3351979693253,desktop,30,N,N
hard,video,46-60,19,3,26.82323497327674,desktop,5,N,Y
easy,combined,26-35,6,1,22.65974356581942,desktop,15,N,Y
hard,video,18-25,15,1,29.4883992521228,mobile,1,N,Y
hard,reading,18-25,4,3,31.560609026323675,desktop,10,Y,Y
medium,video,36-45,9,0,24.971163514250907,mobile,15,N,N
medium,coding,26-35,5,2,36.36071034925355,desktop,1,N,Y
medium,reading,26-35,10,3,18.558630119275094,mobile,8,Y,Y
easy,combined,18-25,18,3,18.49934790018878,mobile,20,N,Y
medium,coding,18-25,9,6,34.442345484602455,mobile,5,N,Y
medium,video,18-25,1,7,15.976298957227225,mobile,15,Y,Y
easy,coding,46-60,6,5,38.74820703435048,mobile,15,N,Y
medium,video,36-45,16,0,29.8286326512368,mobile,5,Y,Y
medium,coding,18-25,10,3,8.065089375393438,desktop,15,N,Y
medium,reading,18-25,11,5,31.31398950673136,mobile,10,N,Y
medium,video,18-25,9,4,9.778240504932064,mobile,3,N,Y
hard,video,18-25,6,3,38.32034411586794,mobile,30,N,Y
easy,coding,46-60,12,3,27.015428048992845,mobile,10,N,Y
easy,reading,18-25,13,3,52.21301059808184,mobile,15,N,N
medium,video,18-25,18,4,42.85575413247128,mobile,5,N,Y
easy,video,18-25,12,1,17.271689925218105,desktop,3,N,Y
medium,video,18-25,20,4,5.75112163390299,desktop,15,N,Y
easy,reading,36-45,17,1,20.938784918503515,mobile,15,N,N
easy,video,18-25,1,5,15.344896766035546,desktop,5,N,Y
medium,combined,60+,8,6,51.90885704252513,desktop,15,N,N
easy,reading,18-25,8,4,29.876224088638182,mobile,10,N,Y
medium,coding,26-35,0,3,41.201025650198,desktop,8,N,Y
medium,video,18-25,3,7,26.57962904939297,desktop,20,N,Y
easy,video,26-35,16,5,27.843990140632254,mobile,15,N,Y
easy,video,26-35,7,3,29.6084757298931,mobile,10,Y,Y
medium,video,26-35,3,0,43.278471823109356,mobile,20,N,N
medium,reading,26-35,6,0,33.73949706809518,mobile,10,Y,Y
hard,reading,18-25,5,1,17.31199387828002,mobile,30,N,N
medium,combined,26-35,3,1,49.470169657037005,desktop,20,Y,Y
hard,reading,36-45,2,5,26.486214012164243,desktop,8,Y,Y
medium,coding,26-35,16,4,24.53375851348022,mobile,10,N,Y
easy,video,18-25,17,7,2.0,mobile,30,N,Y
easy,combined,26-35,10,4,37.61279509393604,mobile,20,N,Y
easy,video,36-45,12,7,31.2121516759426,mobile,5,Y,Y
medium,video,18-25,19,4,31.199107879222826,desktop,5,Y,Y
easy,video,36-45,17,2,25.166103946670184,mobile,8,Y,Y
medium,video,46-60,0,5,23.09738591840661,mobile,20,N,N
medium,combined,18-25,20,3,25.565034878034844,mobile,30,Y,N
easy,combined,46-60,1,2,35.557930453527355,desktop,20,N,N
easy,combined,26-35,0,3,37.669413276400206,mobile,5,N,Y
medium,video,26-35,8,5,27.227620939504817,desktop,20,N,Y
medium,video,18-25,15,3,41.38724993180111,desktop,1,N,N
easy,video,60+,1,5,29.052309827790268,mobile,8,Y,Y
medium,video,26-35,6,7,23.949282982516134,mobile,8,Y,Y
medium,video,18-25,5,3,32.380986898888374,mobile,10,Y,N
medium,reading,46-60,8,2,13.68736297807368,mobile,10,N,N
medium,video,18-25,20,3,32.79261970895098,mobile,5,N,N
medium,reading,18-25,6,6,11.493814733683543,desktop,5,N,N
medium,coding,46-60,4,1,17.66727648019483,desktop,20,N,Y
easy,video,18-25,2,7,5.775703119400507,mobile,3,N,Y
easy,video,26-35,4,3,27.898596567941993,mobile,10,N,N
easy,reading,18-25,2,6,49.315604427709125,desktop,5,N,Y
medium,video,26-35,12,6,28.595080067022778,mobile,8,Y,Y
easy,video,26-35,8,6,37.723024553197526,mobile,5,N,Y
easy,video,36-45,10,7,58.22776676774867,mobile,15,N,Y
easy,reading,46-60,17,1,34.84867017744115,desktop,10,N,N
medium,reading,18-25,12,4,20.817455464943734,mobile,5,Y,N
easy,video,26-35,3,0,22.469176767169955,mobile,20,Y,Y
easy,coding,60+,7,2,30.007898498676074,mobile,3,N,Y
medium,reading,18-25,6,0,22.405264256868907,mobile,20,N,N
easy,reading,36-45,17,5,23.302956002238815,desktop,5,Y,N
medium,video,18-25,6,4,41.82304691111388,desktop,30,N,Y
easy,video,26-35,2,5,42.31387536926655,desktop,1,N,Y
easy,video,18-25,15,1,10.237290215416031,mobile,10,N,Y
medium,coding,36-45,8,2,20.181965785197363,mobile,15,N,Y
easy,combined,36-45,2,5,24.431947357039288,desktop,10,N,Y
medium,video,36-45,14,6,37.18906735398302,mobile,20,N,N
hard,coding,26-35,4,7,43.716907062067875,desktop,3,Y,Y
easy,video,18-25,18,0,62.4236152112866,desktop,8,N,Y
easy,video,18-25,17,3,24.411920444608064,desktop,20,Y,Y
hard,video,36-45,7,0,25.011255427895655,mobile,20,N,Y
medium,video,26-35,11,6,37.06284018765257,mobile,10,N,Y
easy,coding,18-25,11,0,21.81339937254169,desktop,10,N,Y
easy,video,18-25,13,6,28.308457662113796,mobile,20,N,Y
easy,coding,46-60,1,1,25.01954269459745,desktop,20,Y,Y
medium,reading,26-35,6,0,2.0,mobile,20,N,N
medium,video,26-35,3,7,31.47879876181855,mobile,20,Y,Y
easy,video,36-45,14,3,27.811668488366518,mobile,8,Y,Y
medium,video,18-25,1,3,45.2547726030828,mobile,15,N,Y
easy,video,18-25,10,5,30.06588489043626,mobile,10,N,Y
easy,video,18-25,15,2,14.943030260229932,desktop,3,Y,Y
easy,combined,18-25,19,5,26.90281352424572,desktop,20,N,Y
medium,video,36-45,6,3,4.907005882360462,mobile,15,N,N
easy,reading,36-45,0,2,15.468985977604289,mobile,3,Y,Y
easy,combined,46-60,15,3,37.626071617835976,mobile,15,N,Y
easy,reading,36-45,0,0,27.031914720556042,mobile,5,N,Y
hard,video,18-25,1,2,41.07009887397679,mobile,3,Y,Y
hard,reading,26-35,20,4,6.397292989463427,desktop,15,N,Y
easy,video,18-25,18,1,27.090463232114963,mobile,15,Y,Y
medium,video,46-60,14,0,24.293850019346575,mobile,10,N,Y
medium,reading,36-45,17,5,41.47018299135847,desktop,1,N,Y
medium,combined,18-25,1,3,38.073153217999476,desktop,10,N,Y
easy,reading,36-45,1,1,37.70702580105957,desktop,1,N,Y
medium,video,26-35,6,5,48.49692045700922,mobile,30,N,N
hard,reading,36-45,0,6,25.582954688561205,desktop,5,N,Y
hard,coding,18-25,18,0,46.020970023608626,mobile,20,N,Y
medium,reading,36-45,1,1,17.46952618944317,desktop,1,N,Y
medium,coding,26-35,11,2,17.029467002811675,desktop,3,N,N
hard,combined,36-45,17,5,39.03295885798006,desktop,10,Y,Y
hard,combined,60+,15,0,11.94311113909438,mobile,20,N,Y
hard,reading,36-45,4,6,36.87318754102749,mobile,30,Y,Y
medium,reading,46-60,9,2,31.215758324655912,mobile,10,N,N
medium,combined,26-35,11,1,42.86223274385847,mobile,8,N,Y
medium,reading,18-25,16,6,29.286672420541326,desktop,1,N,N
medium,coding,18-25,8,0,30.672587355546327,mobile,10,N,Y
hard,reading,18-25,5,1,36.11117991509887,desktop,8,N,Y
medium,video,46-60,16,7,22.048205399282658,mobile,30,N,Y
easy,video,46-60,18,4,21.525524310117344,desktop,10,N,Y
easy,video,26-35,10,3,35.69315327812103,desktop,20,Y,Y
hard,reading,60+,0,5,29.64854629043235,mobile,20,N,N
easy,coding,18-25,10,5,25.112232992348638,mobile,3,N,Y
medium,reading,26-35,18,4,29.00659080362799,mobile,8,N,N
medium,combined,26-35,20,0,49.13471409405996,mobile,20,N,Y
easy,video,18-25,8,4,24.68377911912129,mobile,8,N,Y
hard,coding,36-45,3,2,24.335764640615814,mobile,10,N,Y
hard,coding,18-25,12,6,9.510669304050062,desktop,20,Y,Y
medium,combined,18-25,17,4,29.49176474211462,desktop,5,N,N
medium,reading,18-25,19,0,37.882602134884706,desktop,20,N,N
medium,reading,18-25,1,7,40.03437738817042,mobile,8,Y,Y
medium,video,36-45,6,2,31.29861121956639,mobile,10,Y,Y
easy,coding,26-35,10,2,41.4700028769706,desktop,8,N,Y
hard,combined,26-35,2,7,38.7747648225629,mobile,10,Y,Y
medium,combined,46-60,18,6,43.35540275630715,desktop,1,N,Y
hard,combined,26-35,2,6,41.81163186573074,mobile,3,N,Y
medium,combined,26-35,13,5,48.83973835328702,desktop,8,Y,Y
easy,video,46-60,19,7,27.963682001205004,mobile,8,Y,Y
medium,combined,26-35,14,0,14.075303491661899,mobile,15,N,N
medium,video,18-25,16,4,37.96462492422504,mobile,1,N,N
medium,video,18-25,5,2,39.36663827187331,mobile,5,Y,Y
medium,coding,36-45,17,3,48.83994472057367,mobile,5,Y,Y
easy,reading,26-35,8,1,45.375484274036474,mobile,8,N,N
easy,reading,26-35,1,1,53.34566947037479,desktop,5,N,Y
medium,video,46-60,7,3,37.4382477639184,mobile,3,N,Y
medium,video,18-25,7,7,32.74572710326354,desktop,10,N,Y
medium,coding,18-25,10,5,13.380202544091041,desktop,15,Y,Y
easy,combined,26-35,5,2,33.69715841416897,mobile,15,N,N
hard,video,36-45,9,3,23.369959717544184,mobile,5,N,N
easy,video,18-25,8,4,32.53812016118965,mobile,20,N,Y
easy,combined,26-35,6,1,30.654158235715872,mobile,15,N,N
easy,video,18-25,14,4,35.66080306620162,desktop,15,N,Y
medium,video,18-25,6,5,28.832031485537872,mobile,5,N,Y
easy,reading,26-35,16,1,41.22024228879101,mobile,5,N,Y
medium,video,18-25,5,4,2.0,mobile,10,N,N
easy,video,18-25,18,5,32.27992290189413,mobile,5,Y,Y
easy,video,18-25,7,4,44.42987734983075,desktop,15,N,Y
easy,video,18-25,0,2,52.440582101474575,desktop,8,N,Y
medium,video,36-45,3,4,38.783536060620754,mobile,5,N,Y
medium,video,26-35,16,6,50.21859627099047,mobile,5,N,N
medium,reading,18-25,18,1,32.02723194910491,mobile,3,Y,Y
medium,video,36-45,4,4,30.034350911124758,mobile,8,N,Y
easy,coding,36-45,12,5,36.35298771873302,desktop,1,N,Y
hard,reading,26-35,12,2,29.96166860530722,desktop,10,N,Y
medium,coding,18-25,2,3,20.611710383791674,desktop,5,N,Y
easy,video,18-25,9,7,23.817117070417208,desktop,10,N,N
easy,reading,36-45,14,2,16.654165127086113,mobile,30,Y,N
medium,combined,18-25,20,4,36.34052513838294,desktop,20,N,Y
easy,combined,18-25,17,1,30.136701750005727,mobile,10,N,Y
medium,video,26-35,2,7,25.67656659890283,mobile,8,N,Y
hard,video,18-25,4,4,23.199794917952516,desktop,15,N,N
hard,video,26-35,9,6,36.060676154395516,mobile,30,N,Y
easy,coding,36-45,3,4,39.36537816732084,mobile,10,N,Y
easy,coding,36-45,11,2,16.43383204193781,desktop,3,N,Y
hard,video,26-35,0,2,14.547783962692588,mobile,20,N,N
easy,coding,26-35,2,5,41.45411946745218,mobile,1,Y,N
medium,video,46-60,0,6,13.498401138136852,mobile,20,Y,N
hard,video,18-25,6,1,36.569842005869816,desktop,3,N,Y
hard,reading,18-25,16,6,49.40291038504816,desktop,3,N,Y
medium,video,36-45,3,6,49.43081764071761,mobile,20,N,Y
hard,coding,36-45,20,0,38.8544710875851,desktop,15,N,N
easy,video,18-25,5,0,38.50571418386545,mobile,10,Y,Y
